Country,Country Code,Time,Time Code,Access to Clean Fuels and Technologies for cooking (% of total population) [2.1_ACCESS.CFT.TOT],Access to electricity (% of rural population with access) [1.2_ACCESS.ELECTRICITY.RURAL],Access to electricity (% of total population) [1.1_ACCESS.ELECTRICITY.TOT],Access to electricity (% of urban population with access) [1.3_ACCESS.ELECTRICITY.URBAN],Energy intensity level of primary energy (MJ/2011 USD PPP) [6.1_PRIMARY.ENERGY.INTENSITY],Renewable electricity output (GWh) [4.1.2_REN.ELECTRICITY.OUTPUT],Renewable electricity share of total electricity output (%) [4.1_SHARE.RE.IN.ELECTRICITY],Renewable energy consumption (TJ) [3.1_RE.CONSUMPTION],Renewable energy share of TFEC (%) [2.1_SHARE.TOTAL.RE.IN.TFEC],Total electricity output (GWh) [4.1.1_TOTAL.ELECTRICITY.OUTPUT],Total final energy consumption (TFEC) (TJ) [1.1_TOTAL.FINAL.ENERGY.CONSUM]
Denmark,DNK,1991,YR1991,..,100,100,100,4.653709165,1057,2.892324531,40447.43,7.070898966,36545,572026.6998
Denmark,DNK,1992,YR1992,..,100,100,100,4.36667339,1352,4.398464441,43643.5,7.747445467,30738,563327.6179
Denmark,DNK,1993,YR1993,..,100,100,100,4.488129088,1607,4.730087714,44931.59,7.701496592,33974,583413.7491
Denmark,DNK,1994,YR1994,..,100,100,100,4.402208133,1743,4.295431022,42686.31,7.330399327,40578,582319.0265
Denmark,DNK,1995,YR1995,..,100,100,100,4.231785227,1851,5.0356385,44635.99,7.512178032,36758,594181.7381
Denmark,DNK,1996,YR1996,..,100,100,100,4.65340421,2079,3.88003434,44862.43,7.2611811,53582,617839.2934
Denmark,DNK,1997,YR1997,..,100,100,100,4.175707012,2929,6.609500169,48851.39,8.102729547,44315,602900.4142
Denmark,DNK,1998,YR1998,..,100,100,100,4.018934897,3925,9.546858658,51074.84,8.517843392,41113,599621.7311
Denmark,DNK,1999,YR1999,..,100,100,100,3.740849092,4379,11.25128469,54048.8,9.066353468,38920,596147.0639
Denmark,DNK,2000,YR2000,100,100,100,100,3.504286356,5572,15.45502455,62624.36,10.73720082,36053,583246.612
Denmark,DNK,2001,YR2001,100,100,100,100,3.582453738,5846,15.49471229,66702.48,11.12359996,37729,599648.3173
Denmark,DNK,2002,YR2002,100,100,100,100,3.528470809,6789,17.28052536,70044.01,11.86587915,39287,590297.6856
Denmark,DNK,2003,YR2003,100,100,100,100,3.716482843,8078,17.49014853,76730.42,12.72030738,46186,603211.9958
Denmark,DNK,2004,YR2004,100,100,100,100,3.503055506,9525,23.55574241,87943.02,14.44906977,40436,608641.3962
Denmark,DNK,2005,YR2005,100,100,100,100,3.324725293,9812,27.0705733,98783.26,16.12639783,36246,612556.2635
Denmark,DNK,2006,YR2006,100,100,100,100,3.435298787,9201,20.17276534,94541.65,15.26712374,45611,619249.91
Denmark,DNK,2007,YR2007,100,100,100,100,3.325438477,10305,26.21070302,109862.8,17.70092817,39316,620661.2385
Denmark,DNK,2008,YR2008,100,100,100,100,3.256609903,10096,27.57264584,113606.2,18.54925469,36616,612456.9526
Denmark,DNK,2009,YR2009,100,100,100,100,3.27984728,10063,27.65852184,113452.9,19.34276393,36383,586539.2371
Denmark,DNK,2010,YR2010,100,100,100,100,3.418581904,12429,31.98239926,131443.4,21.35483646,38862,615520.5179
Denmark,DNK,2011,YR2011,100,100,100,100,3.122346966,14181,40.2537682,139677.6,23.89896727,35229,584450.3589
Denmark,DNK,2012,YR2012,100,100,100,100,3.001834531,14837,48.32741605,152994.2,27.28195688,30701,560788.9518
Denmark,DNK,2013,YR2013,100,100,100,100,3.05473534,15968,45.96033733,151355.2,27.3428386,34760,553546.039
Denmark,DNK,2014,YR2014,100,100,100,100,2.65096504,17991,55.90044743,159864.5,30.27163128,32183,528100.0502
Denmark,DNK,2015,YR2015,100,100,100,100,2.606949617,18962,65.50592462,181410.8,33.17027717,28947,546907.7001
Denmark,DNK,2016,YR2016,100,100,100,100,..,..,..,..,..,..,..
Djibouti,DJI,1990,YR1990,..,87.78118642,59.60907745,50.69166946,3.532836398,0,0,1184.678,26.59282984,179,4454.877525
Djibouti,DJI,1991,YR1991,..,84.96645569,59.36952591,51.33671188,3.677572537,0,0,1241.117,27.205443,180,4562.01724
Djibouti,DJI,1992,YR1992,..,81.96550417,59.1294632,51.98158264,3.717238927,0,0,1285.29,28.17450585,180,4561.890125
Djibouti,DJI,1993,YR1993,..,78.93946899,58.88634491,52.62542343,4.038168227,0,0,1343.104,29.05074092,182,4623.30377
Djibouti,DJI,1994,YR1994,..,75.88113405,58.63710403,53.26720047,4.047084674,0,0,1392.883,30.95444828,182,4499.782995
Djibouti,DJI,1995,YR1995,..,72.7784487,58.37868881,53.90589142,4.253002943,0,0,1448.192,31.17413291,184,4645.49248
Djibouti,DJI,1996,YR1996,..,11.1,62,54.54045486,4.553341401,0,0,1506.449,32.02656213,185,4703.7487
Djibouti,DJI,1997,YR1997,..,66.40477231,57.82208633,55.16986465,4.797476088,0,0,1560.678,31.55959518,187,4945.1775
Djibouti,DJI,1998,YR1998,..,63.1131974,57.51778412,55.79309464,4.748917008,0,0,1589.041,31.94989459,187,4973.540665
Djibouti,DJI,1999,YR1999,..,59.73874416,57.19207001,56.40910721,4.722870038,0,0,1634.323,32.6810786,180,5000.82332
Djibouti,DJI,2000,YR2000,5.3,56.27558066,56.84339905,57.01751709,5.017968389,0,0,1715.607,31.44321909,180,5456.206615
Djibouti,DJI,2001,YR2001,5.51,52.73547305,56.47632217,57.62049484,5.166473638,0,0,1723.599,31.67507575,190,5441.49922
Djibouti,DJI,2002,YR2002,5.74,10.2,49.7,56.9,5.347093033,0,0,1758.116,32.44465089,200,5418.816205
Djibouti,DJI,2003,YR2003,6.02,45.48990188,55.71118546,58.82143402,5.39027323,0,0,1793.367,32.8812777,200,5454.067255
Djibouti,DJI,2004,YR2004,6.23,41.81737999,55.32525635,59.42502213,5.102254389,0,0,1829.295,33.62121202,215,5440.895465
Djibouti,DJI,2005,YR2005,6.49,38.13466498,54.94516754,60.03444672,5.041902069,0,0,1865.958,33.09458499,298,5638.25774
Djibouti,DJI,2006,YR2006,6.85,9.9,55.5,62.4,4.815514166,0,0,1899.481,33.00677657,306,5754.821275
Djibouti,DJI,2007,YR2007,7.17,30.80162591,54.22677231,61.28207016,4.902832008,0,0,1933.57,32.52392592,323,5945.0695
Djibouti,DJI,2008,YR2008,7.59,27.18182837,53.89907837,61.92512894,4.92192603,0,0,1967.428,33.14345831,339,5936.0975
Djibouti,DJI,2009,YR2009,7.91,23.59619108,53.59241486,62.58068848,4.537073015,0,0,2001.99,33.31297992,349,6009.6395
Djibouti,DJI,2010,YR2010,8.38,20.02329576,53.30377197,63.2469635,4.760449471,0,0,2040.625,34.43334712,379,5926.3045
Djibouti,DJI,2011,YR2011,8.84,16.45629386,53.03014755,63.92216492,4.306925124,0,0,2070.619,34.44418956,387,6011.519
Djibouti,DJI,2012,YR2012,9.25,4.372199059,54.6,64.24208069,4.415627485,0,0,2102.441,34.06582999,393,6171.7005
Djibouti,DJI,2013,YR2013,9.79,9.290253599,52.51594543,65.29220581,4.3061946,0,0,2133.93,34.01482168,402,6273.529875
Djibouti,DJI,2014,YR2014,10.29,5.669879667,52.26935959,65.98347473,4.126723088,0,0,2163.074,34.15104745,402,6333.843795
Djibouti,DJI,2015,YR2015,10.89,2.013218398,52.02577591,66.67652893,3.411896622,0,0,760.8995,15.38059522,405,4947.13949
Djibouti,DJI,2016,YR2016,11.52,..,51.78269196,67.36988068,..,..,..,..,..,..,..
Dominica,DMA,1990,YR1990,..,66.03043365,66.03043365,66.03043365,2.031702428,16,53.33333333,120.1294,14.60310056,30,822.62941
Dominica,DMA,1991,YR1991,..,67.54698181,67.54698181,67.54698181,2.017758026,16,51.61290323,119.7456,14.50519587,31,825.535905
Dominica,DMA,1992,YR1992,..,69.06302643,69.06302643,69.06302643,1.977010563,16,51.61290323,119.6339,14.4936266,31,825.42419
Dominica,DMA,1993,YR1993,..,70.57600403,70.57600403,70.57600403,2.027983011,16,51.61290323,118.1715,13.63053081,31,866.961835
Dominica,DMA,1994,YR1994,..,72.08286285,72.08286285,72.08286285,2.138269839,17,50,121.9227,13.52708613,34,901.322715
Dominica,DMA,1995,YR1995,..,73.58055115,73.58055115,73.58055115,2.590307271,29,51.78571429,172.9692,15.64742183,56,1105.41661
Dominica,DMA,1996,YR1996,..,75.06600189,75.06600189,75.06600189,2.398158365,36,60,196.4672,20.84830851,60,942.36518
Dominica,DMA,1997,YR1997,..,76.5361557,76.5361557,76.5361557,2.502006292,34,51.51515152,182.2985,15.51731238,66,1174.80718
Dominica,DMA,1998,YR1998,..,75,75,75,2.30657934,33,47.14285714,178.9465,15.00513746,70,1192.568215
Dominica,DMA,1999,YR1999,..,79.41833496,79.41833496,79.41833496,2.348857138,32,43.24324324,174.9188,14.07680977,74,1242.60257
Dominica,DMA,2000,YR2000,78.36,80.82576752,80.82576752,80.82576752,2.894728725,32,41.55844156,169.2562,11.03438624,77,1533.89773
Dominica,DMA,2001,YR2001,79.5,82.21479034,82.21479034,82.21479034,3.079035803,27,33.37453646,152.8888,9.385703609,80.9,1628.95406
Dominica,DMA,2002,YR2002,80.85,87.7,87.7,87.7,2.943779671,35.9,44.93116395,179.0611,13.57514728,79.9,1319.03615
Dominica,DMA,2003,YR2003,81.69,84.96186066,84.96186066,84.96186066,3.048643032,28.5,36.30573248,156.7909,10.53800289,78.5,1487.861615
Dominica,DMA,2004,YR2004,82.73,86.33203125,86.33203125,86.33203125,2.87242159,33.7,29.48381452,145.2545,9.992137618,79.2,1453.687945
Dominica,DMA,2005,YR2005,83.74,87.70803833,87.70803833,87.70803833,2.925587024,27.9,23.52445194,131.5019,9.598865134,83.7,1369.97341
Dominica,DMA,2006,YR2006,84.47,89.09596252,89.09596252,89.09596252,2.806986399,27.8,22.80557834,121.763,8.635726645,85.4,1409.991365
Dominica,DMA,2007,YR2007,85.29,90.50184631,90.50184631,90.50184631,3.381522637,21.9,17.5059952,109.0067,7.746908726,86.4,1407.09932
Dominica,DMA,2008,YR2008,85.97,90.9,90.9,90.9,2.734151557,20.6,15.94427245,104.4413,7.458132913,87.5,1400.36791
Dominica,DMA,2009,YR2009,86.86,93.37969208,93.37969208,93.37969208,2.790448604,23.2,17.300522,112.6651,8.163871468,92.8,1380.045
Dominica,DMA,2010,YR2010,87.45,94.84715271,94.84715271,94.84715271,2.870921472,28.9,19.70006817,123.68,8.910212018,99.1,1388.070225
Dominica,DMA,2011,YR2011,88.01,96.32962799,96.32962799,96.32962799,2.774198721,44.8,29.66887417,157.0918,11.47552161,100.4,1368.929495
Dominica,DMA,2012,YR2012,88.66,97.82411957,97.82411957,97.82411957,2.907823023,33.4,22.32620321,134.6554,9.732876925,101.55,1383.510765
Dominica,DMA,2013,YR2013,89.19,98.8553009,98.8553009,98.8553009,2.837565627,36.71,25.54627697,143.4035,9.880580289,100.7,1451.367185
Dominica,DMA,2014,YR2014,89.67,99.58107758,99.58107758,99.58107758,2.782690025,30.64,20.79685061,129.0508,8.611797666,102.43,1498.534975
Dominica,DMA,2015,YR2015,90.06,99.90296936,99.90296936,99.90296936,3.608517112,24.44,16.17578926,117.062,7.82979664,151.09,1495.08353
Dominica,DMA,2016,YR2016,90.6,100,100,100,..,..,..,..,..,..,..
Dominican Republic,DOM,1990,YR1990,..,60.90364811,79.59869385,94.75553894,4.395688464,374,10.11357491,26450.68,28.01157941,3698,94427.66369
Dominican Republic,DOM,1991,YR1991,..,48.4,78.2,96.5,4.389343887,532,13.65853659,26493.76,28.16324308,3895,94072.12063
Dominican Republic,DOM,1992,YR1992,..,64.08583157,81.42847443,95.18422699,4.404569494,559,10.01612614,26429.88,25.35685792,5581,104231.6839
Dominican Republic,DOM,1993,YR1993,..,65.69658427,82.34005737,95.39744568,3.981433204,1164,21.74481599,29513,26.848086,5353,109925.8994
Dominican Republic,DOM,1994,YR1994,..,67.02274918,83.24551392,95.60861206,4.4701997,578,10.22465947,29873.37,24.43897354,5653,122236.5986
Dominican Republic,DOM,1995,YR1995,..,68.28418126,84.14179993,95.81668091,4.45047413,645,11.77651999,28740.8,22.3363448,5477,128672.7988
Dominican Republic,DOM,1996,YR1996,..,69.56731828,85.02584076,96.02062988,4.335960157,903,13.65079365,28741.46,20.31094881,6615,141507.2249
Dominican Republic,DOM,1997,YR1997,..,70.86872104,85.89459229,96.21942902,4.479825017,713,9.853510227,28398.48,18.2511336,7236,155598.4445
Dominican Republic,DOM,1998,YR1998,..,72.18262485,86.74498749,96.41204071,4.424264245,1182,11.2496431,34015.38,19.751092,10508,172220.2499
Dominican Republic,DOM,1999,YR1999,..,76.6,91,98.9,4.312238626,1754,14.2451068,35791.54,19.53729021,12315,183196.0298
Dominican Republic,DOM,2000,YR2000,80.23,73.788668,88.764932,96.572861,4.386041007,1199,9.147783627,36156.5,18.42361063,12857,196250.8909
Dominican Republic,DOM,2001,YR2001,81.07,76.371045,89.791362,96.949494,4.178137764,955,7.459189253,35089.71,18.47771494,12511,189902.8647
Dominican Republic,DOM,2002,YR2002,81.79,76.724339,89.749814,96.674673,4.191208856,1240,8.871083131,37120.19,15.91488943,13666,233241.8969
Dominican Republic,DOM,2003,YR2003,82.68,78.599228,89.173808,95.037767,3.976954558,1740,12.09425176,37680.7,18.67395827,13641,201782.0724
Dominican Republic,DOM,2004,YR2004,83.43,80.451235,90.316567,95.524705,3.550306432,2003,16.51550132,39550.12,20.54181092,11437,192534.7291
Dominican Republic,DOM,2005,YR2005,84.1,80.801154,90.141224,95.184958,3.532445384,2392,17.79232371,39694.95,19.33479238,12689,205303.213
Dominican Republic,DOM,2006,YR2006,84.73,81.994386,90.118148,94.389301,3.304548277,2227,15.38195883,39201.55,18.43070758,13863,212696.9344
Dominican Republic,DOM,2007,YR2007,85.58,91.847523,96.876342,99.606906,3.098345545,2122,14.13065193,39416.21,18.21930595,14350,216343.0929
Dominican Republic,DOM,2008,YR2008,86.2,93.312888,97.576197,99.572317,3.012307377,1750,11.60785354,37772.81,17.93756023,14751,210579.4184
Dominican Republic,DOM,2009,YR2009,86.73,93.900472,97.85776,99.732814,2.928720175,1838,13.04656445,37470.49,17.55006763,14383,213506.2428
Dominican Republic,DOM,2010,YR2010,87.31,94.675536,98.145414,99.767161,2.84191879,1792,11.8888078,37702.9,16.97540917,15334,222103.0411
Dominican Republic,DOM,2011,YR2011,87.9,94.013044,97.898872,99.719573,2.814839304,1948,12.08961708,37406.6,17.24293489,15897,216938.7071
Dominican Republic,DOM,2012,YR2012,88.4,94.211009,97.86705,99.651703,2.896094163,2492,14.47658882,39850.07,17.04545885,16895,233787.0183
Dominican Republic,DOM,2013,YR2013,88.99,95.226213,98.385853,99.88359,2.605654016,3047,16.5696884,43674.94,17.50936425,17680,249437.6116
Dominican Republic,DOM,2014,YR2014,89.5,95.641568,98.470979,99.859908,2.41986981,2356,13.33937266,39561.75,18.01902034,18573,219555.4989
Dominican Republic,DOM,2015,YR2015,89.93,95.912364,98.560364,99.827251,2.452040245,2147,11.63244298,37352.98,16.48010921,18457,226654.9301
Dominican Republic,DOM,2016,YR2016,90.41,100,100,100,..,..,..,..,..,..,..
Eastern Asia (including Japan),GEJ,1990,YR1990,..,..,..,..,..,..,..,..,..,..,..
Eastern Asia (including Japan),GEJ,1991,YR1991,..,..,..,..,..,..,..,..,..,..,..
Eastern Asia (including Japan),GEJ,1992,YR1992,..,..,..,..,..,..,..,..,..,..,..
Eastern Asia (including Japan),GEJ,1993,YR1993,..,..,..,..,..,..,..,..,..,..,..
Eastern Asia (including Japan),GEJ,1994,YR1994,..,..,..,..,..,..,..,..,..,..,..
Eastern Asia (including Japan),GEJ,1995,YR1995,..,..,..,..,..,..,..,..,..,..,..
Eastern Asia (including Japan),GEJ,1996,YR1996,..,..,..,..,..,..,..,..,..,..,..
Eastern Asia (including Japan),GEJ,1997,YR1997,..,..,..,..,..,..,..,..,..,..,..
Eastern Asia (including Japan),GEJ,1998,YR1998,..,..,..,..,..,..,..,..,..,..,..
Eastern Asia (including Japan),GEJ,1999,YR1999,..,..,..,..,..,..,..,..,..,..,..
Eastern Asia (including Japan),GEJ,2000,YR2000,..,..,..,..,..,..,..,..,..,..,..
Eastern Asia (including Japan),GEJ,2001,YR2001,..,..,..,..,..,..,..,..,..,..,..
Eastern Asia (including Japan),GEJ,2002,YR2002,..,..,..,..,..,..,..,..,..,..,..
Eastern Asia (including Japan),GEJ,2003,YR2003,..,..,..,..,..,..,..,..,..,..,..
Eastern Asia (including Japan),GEJ,2004,YR2004,..,..,..,..,..,..,..,..,..,..,..
Eastern Asia (including Japan),GEJ,2005,YR2005,..,..,..,..,..,..,..,..,..,..,..
Eastern Asia (including Japan),GEJ,2006,YR2006,..,..,..,..,..,..,..,..,..,..,..
Eastern Asia (including Japan),GEJ,2007,YR2007,..,..,..,..,..,..,..,..,..,..,..
Eastern Asia (including Japan),GEJ,2008,YR2008,..,..,..,..,..,..,..,..,..,..,..
Eastern Asia (including Japan),GEJ,2009,YR2009,..,..,..,..,..,..,..,..,..,..,..
Eastern Asia (including Japan),GEJ,2010,YR2010,..,..,..,..,..,..,..,..,..,..,..
Eastern Asia (including Japan),GEJ,2011,YR2011,..,..,..,..,..,..,..,..,..,..,..
Eastern Asia (including Japan),GEJ,2012,YR2012,..,..,..,..,..,..,..,..,..,..,..
Eastern Asia (including Japan),GEJ,2013,YR2013,..,..,..,..,..,..,..,..,..,..,..
Eastern Asia (including Japan),GEJ,2014,YR2014,..,..,..,..,..,..,..,..,..,..,..
Eastern Asia (including Japan),GEJ,2015,YR2015,..,..,..,..,..,..,..,..,..,..,..
Eastern Asia (including Japan),GEJ,2016,YR2016,..,..,..,..,..,..,..,..,..,..,..
Eastern Asia (not including Japan),GEA,1990,YR1990,..,..,..,..,..,..,..,..,..,..,..
Eastern Asia (not including Japan),GEA,1991,YR1991,..,..,..,..,..,..,..,..,..,..,..
Eastern Asia (not including Japan),GEA,1992,YR1992,..,..,..,..,..,..,..,..,..,..,..
Eastern Asia (not including Japan),GEA,1993,YR1993,..,..,..,..,..,..,..,..,..,..,..
Eastern Asia (not including Japan),GEA,1994,YR1994,..,..,..,..,..,..,..,..,..,..,..
Eastern Asia (not including Japan),GEA,1995,YR1995,..,..,..,..,..,..,..,..,..,..,..
Eastern Asia (not including Japan),GEA,1996,YR1996,..,..,..,..,..,..,..,..,..,..,..
Eastern Asia (not including Japan),GEA,1997,YR1997,..,..,..,..,..,..,..,..,..,..,..
Eastern Asia (not including Japan),GEA,1998,YR1998,..,..,..,..,..,..,..,..,..,..,..
Eastern Asia (not including Japan),GEA,1999,YR1999,..,..,..,..,..,..,..,..,..,..,..
Eastern Asia (not including Japan),GEA,2000,YR2000,..,..,..,..,..,..,..,..,..,..,..
Eastern Asia (not including Japan),GEA,2001,YR2001,..,..,..,..,..,..,..,..,..,..,..
Eastern Asia (not including Japan),GEA,2002,YR2002,..,..,..,..,..,..,..,..,..,..,..
Eastern Asia (not including Japan),GEA,2003,YR2003,..,..,..,..,..,..,..,..,..,..,..
Eastern Asia (not including Japan),GEA,2004,YR2004,..,..,..,..,..,..,..,..,..,..,..
Eastern Asia (not including Japan),GEA,2005,YR2005,..,..,..,..,..,..,..,..,..,..,..
Eastern Asia (not including Japan),GEA,2006,YR2006,..,..,..,..,..,..,..,..,..,..,..
Eastern Asia (not including Japan),GEA,2007,YR2007,..,..,..,..,..,..,..,..,..,..,..
Eastern Asia (not including Japan),GEA,2008,YR2008,..,..,..,..,..,..,..,..,..,..,..
Eastern Asia (not including Japan),GEA,2009,YR2009,..,..,..,..,..,..,..,..,..,..,..
Eastern Asia (not including Japan),GEA,2010,YR2010,..,..,..,..,..,..,..,..,..,..,..
Eastern Asia (not including Japan),GEA,2011,YR2011,..,..,..,..,..,..,..,..,..,..,..
Eastern Asia (not including Japan),GEA,2012,YR2012,..,..,..,..,..,..,..,..,..,..,..
Eastern Asia (not including Japan),GEA,2013,YR2013,..,..,..,..,..,..,..,..,..,..,..
Eastern Asia (not including Japan),GEA,2014,YR2014,..,..,..,..,..,..,..,..,..,..,..
Eastern Asia (not including Japan),GEA,2015,YR2015,..,..,..,..,..,..,..,..,..,..,..
Eastern Asia (not including Japan),GEA,2016,YR2016,..,..,..,..,..,..,..,..,..,..,..
Eastern Europe,GEE,1990,YR1990,..,..,..,..,..,..,..,..,..,..,..
Eastern Europe,GEE,1991,YR1991,..,..,..,..,..,..,..,..,..,..,..
Eastern Europe,GEE,1992,YR1992,..,..,..,..,..,..,..,..,..,..,..
Eastern Europe,GEE,1993,YR1993,..,..,..,..,..,..,..,..,..,..,..
Eastern Europe,GEE,1994,YR1994,..,..,..,..,..,..,..,..,..,..,..
Eastern Europe,GEE,1995,YR1995,..,..,..,..,..,..,..,..,..,..,..
Eastern Europe,GEE,1996,YR1996,..,..,..,..,..,..,..,..,..,..,..
Eastern Europe,GEE,1997,YR1997,..,..,..,..,..,..,..,..,..,..,..
Eastern Europe,GEE,1998,YR1998,..,..,..,..,..,..,..,..,..,..,..
Eastern Europe,GEE,1999,YR1999,..,..,..,..,..,..,..,..,..,..,..
Eastern Europe,GEE,2000,YR2000,..,..,..,..,..,..,..,..,..,..,..
Eastern Europe,GEE,2001,YR2001,..,..,..,..,..,..,..,..,..,..,..
Eastern Europe,GEE,2002,YR2002,..,..,..,..,..,..,..,..,..,..,..
Eastern Europe,GEE,2003,YR2003,..,..,..,..,..,..,..,..,..,..,..
Eastern Europe,GEE,2004,YR2004,..,..,..,..,..,..,..,..,..,..,..
Eastern Europe,GEE,2005,YR2005,..,..,..,..,..,..,..,..,..,..,..
Eastern Europe,GEE,2006,YR2006,..,..,..,..,..,..,..,..,..,..,..
Eastern Europe,GEE,2007,YR2007,..,..,..,..,..,..,..,..,..,..,..
Eastern Europe,GEE,2008,YR2008,..,..,..,..,..,..,..,..,..,..,..
Eastern Europe,GEE,2009,YR2009,..,..,..,..,..,..,..,..,..,..,..
Eastern Europe,GEE,2010,YR2010,..,..,..,..,..,..,..,..,..,..,..
Eastern Europe,GEE,2011,YR2011,..,..,..,..,..,..,..,..,..,..,..
Eastern Europe,GEE,2012,YR2012,..,..,..,..,..,..,..,..,..,..,..
Eastern Europe,GEE,2013,YR2013,..,..,..,..,..,..,..,..,..,..,..
Eastern Europe,GEE,2014,YR2014,..,..,..,..,..,..,..,..,..,..,..
Eastern Europe,GEE,2015,YR2015,..,..,..,..,..,..,..,..,..,..,..
Eastern Europe,GEE,2016,YR2016,..,..,..,..,..,..,..,..,..,..,..
Ecuador,ECU,1990,YR1990,..,77.15070278,88.94174957,98.55394745,3.471200956,4987,78.5478028,53345.42,24.19854913,6349,220448.8364
Ecuador,ECU,1991,YR1991,..,77.8602733,89.42610168,98.62142181,3.498313019,5075,72.77028965,55010.22,24.1630989,6974,227662.1067
Ecuador,ECU,1992,YR1992,..,78.63436651,89.90994263,98.68839264,3.468615538,4974,69.1217343,47025.86,20.80035871,7196,226081.9665
Ecuador,ECU,1993,YR1993,..,79.42119884,90.39072418,98.75416565,3.171312109,5810,78.39697747,48131.78,21.61848328,7411,222641.7985
Ecuador,ECU,1994,YR1994,..,80.2138593,90.86538696,98.81784821,3.255243235,6565,80.61149312,49168.25,20.85316821,8144,235783.117
Ecuador,ECU,1995,YR1995,..,74.884987,89.830167,97.908304,3.728035516,5161,61.22909005,47845.79,20.35412872,8429,235066.7556
Ecuador,ECU,1996,YR1996,..,81.7961881,91.78411865,98.93490601,3.859756707,6344,67.92291221,52010.63,19.29146026,9340,269604.4224
Ecuador,ECU,1997,YR1997,..,82.57436953,92.22207642,98.98622131,3.840776457,6534,63.05732484,45522.87,16.54279275,10362,275182.496
Ecuador,ECU,1998,YR1998,..,81.980263,92.726642,99.626074,3.82161485,6506,59.74288338,49880.18,18.19074897,10890,274206.3017
Ecuador,ECU,1999,YR1999,..,82.360124,93.071434,99.289697,3.609628731,7177,69.62553357,49533.98,21.05577975,10308,235251.226
Ecuador,ECU,2000,YR2000,87.18,84.77674555,93.41509247,99.1026001,3.956223106,7609,71.70184697,51686.65,20.03302979,10612,258007.1539
Ecuador,ECU,2001,YR2001,87.89,85.461392,93.77191162,99.13023376,4.036159802,7071,63.99095023,48454.94,18.43283475,11050,262872.9691
Ecuador,ECU,2002,YR2002,88.85,86.19570248,94.11639404,99.15537262,3.783835802,7525,63.29912517,48962.04,18.05823962,11888,271134.0698
Ecuador,ECU,2003,YR2003,89.75,85.869806,94.973044,99.291127,3.738319807,7181,62.19469946,49175.54,17.97048489,11546,273646.1498
Ecuador,ECU,2004,YR2004,90.29,87.7333764,94.79255676,99.20910645,3.33635101,7412,57.57340376,48374.2,15.97197196,12874,302869.302
Ecuador,ECU,2005,YR2005,90.83,87.718723,95.83265,99.668752,3.306643339,6986,55.11637081,37683.69,12.16311542,12675,309819.39
Ecuador,ECU,2006,YR2006,91.62,89.435963,96.315259,99.525886,3.181268497,7276,51.69449378,41762.3,12.97149152,14075,321954.4949
Ecuador,ECU,2007,YR2007,92.1,90.696294,96.812618,99.633543,3.521907321,9257,56.54165649,42053.24,12.80813413,16372,328332.2892
Ecuador,ECU,2008,YR2008,92.57,92.140953,97.206576,99.586687,3.050588211,11505,61.14152097,53205.13,15.08900112,18817,352608.6954
Ecuador,ECU,2009,YR2009,93.09,91.159456,96.470862,98.984382,3.613218425,9442,50.84818784,49552.09,13.29950509,18569,372585.9697
Ecuador,ECU,2010,YR2010,93.57,92.659412,97.462142,99.715049,3.527957528,8875,45.49182429,47933.12,12.1066394,19509,395924.2396
